com_id,common_name,scientific_name,genus,family,date_planted,age_description,latitude,longitude
1053173,Red Box,Eucalyptus polyanthemos,Eucalyptus,Myrtaceae,1/01/1900,Mature,-37.78237922,144.9541627
1053176,River red gum,Eucalyptus camaldulensis,Eucalyptus,Myrtaceae,1/01/1900,Mature,-37.78240373,144.9541047
1053181,Red Box,Eucalyptus polyanthemos,Eucalyptus,Myrtaceae,1/01/1900,Mature,-37.78240997,144.9540749
1053182,Yellow Gum,Eucalyptus leucoxylon,Eucalyptus,Myrtaceae,1/01/1900,Mature,-37.78242087,144.9540326
1053185,Yellow Box,Eucalyptus melliodora,Eucalyptus,Myrtaceae,1/01/1900,Mature,-37.78237728,144.9540786
1053187,Yellow Box,Eucalyptus melliodora,Eucalyptus,Myrtaceae,1/01/1900,Mature,-37.78230472,144.9541635
1053188,Manna Gum,Eucalyptus viminalis,Eucalyptus,Myrtaceae,1/01/1900,Mature,-37.78232267,144.9541427
1053190,Yellow Box,Eucalyptus melliodora,Eucalyptus,Myrtaceae,1/01/1900,Mature,-37.78234408,144.9540974
1053192,Yellow Box,Eucalyptus melliodora,Eucalyptus,Myrtaceae,1/01/1900,Mature,-37.78236367,144.9540758
1053195,Yellow Box,Eucalyptus melliodora,Eucalyptus,Myrtaceae,1/01/1900,Mature,-37.78239573,144.9540044
1053196,Yellow Box,Eucalyptus melliodora,Eucalyptus,Myrtaceae,1/01/1900,Mature,-37.78238132,144.9539733
1053201,Yellow Box,Eucalyptus melliodora,Eucalyptus,Myrtaceae,1/01/1900,Mature,-37.78227755,144.9540684
1053205,Yellow Box,Eucalyptus melliodora,Eucalyptus,Myrtaceae,1/01/1900,Mature,-37.78225286,144.954116
1053206,Yellow Box,Eucalyptus melliodora,Eucalyptus,Myrtaceae,1/01/1900,Mature,-37.78229266,144.9540436
1053209,Yellow Box,Eucalyptus melliodora,Eucalyptus,Myrtaceae,1/01/1900,Mature,-37.7823126,144.953978
